bond_proceeds,business_name,compensation_from_other_srcs,contrct_rcvd_greater_than_100k,ein,exclusion_amount,executive_compensation,formation_year,fundraising_expenses,group_return_for_affiliates,indiv_rcvd_greater_than_100k,investment_income,management_and_general_expenses,net_assets_boy,net_assets_eoy,net_fundraising,net_inventory_sales,operating_margin,other_compensations,other_revenue,other_salaries_and_wages,professional_fundraising_fees,program_efficiency,program_service_revenue,program_services_expenses,related_or_exempt_func_income,rental_property_income,royalties,sales_of_assets,tax_period_begin,tax_period_end,tot_reportable_comp_rltd_org,total_assets_boy,total_assets_eoy,total_comp_greater_than_150k,total_contributions,total_employees,total_expenses,total_gross_ubi,total_liabilities_boy,total_liabilities_eoy,total_revenue,total_volunteers,unrelated_business_revenue,voting_members_governing_body,voting_members_independent,website
,CHICAGO INDUSTRIAL ARTS AND DESIGN,false,,472371415,,,2014,6197,false,,,11859,-46651,-70126,,,0.004885204318044012,,,65382,,0.9519564905035841,248658,357770,248658,,,,2019-01-01,2019-12-31,,133159,136690,false,129013,0,375826,0,179810,206816,377671,,,3,3,WWW.CIADC.ORG
,CHICAGO INDUSTRIAL ARTS AND DESIGN,false,,472371415,,,2014,6329,false,,,8953,11468,-46651,,,-0.10641678018384636,,,28817,,0.9526070466083429,219205,307171,219205,,,,2018-01-01,2018-12-31,,98302,133159,false,72234,1,322453,0,86834,179810,291439,,,3,3,WWW.CIADC.ORG
,CHICAGO INDUSTRIAL ARTS AND DESIGN,false,,472371415,,,2014,5880,false,,,6752,14031,11468,,,-0.024113243125723806,,,,,0.9468975954262654,176459,225248,176459,,,,2017-01-01,2017-12-31,,51167,98302,false,55820,0,237880,0,37136,86834,232279,,,4,4,WWW.CIADC.ORG
,CHICAGO INDUSTRIAL ARTS AND DESIGN,false,,472371415,,14571,2014,5644,false,,,6211,23599,14031,,,-0.06988403501089785,,,,,0.9454829734887678,138491,205600,138491,,,,2016-01-01,2016-12-31,,57025,51167,false,64760,0,217455,0,33426,37136,203251,,,4,4,WWW.CIADC.ORG
,CHICAGO INDUSTRIAL ARTS AND DESIGN,,,472371415,,,,,,,,,-11674,23599,,,,,,,,,,,,,,,2015-01-01,2015-12-31,,,,,,,,,,,,,,,,WWW.CIADC.ORG
,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,,,232617447,,,,,,,,,-5600725,0,,,,,0,,,,,,,,,,2021-07-01,2022-06-30,,,,,,,,,,,,,,,,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,0,192699,1990,62774,0,0,6616,442769,-5546490,-5600725,0,345,-0.3457933290791595,281394,0,246793,0,0.6580455941011626,108530,972850,152047,0,0,36901,2020-07-01,2021-06-30,1189609,6984217,7113519,1,946137,53,1478393,345,12530707,12714244,1098529,30,345,9,4,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,0,166915,1990,82761,0,0,13060,627347,-5234679,-5546490,,44579,-0.1800283406469013,272609,383156,443706,0,0.6701236476545874,775900,1442541,1134056,,0,-11035,2019-07-01,2020-06-30,1114342,7003788,6984217,1,618575,67,2152649,71604,12238467,12530707,1824235,176,71604,12,6,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,0,193273,1990,48275,0,0,14824,636026,-4563873,-5234679,,43920,-0.4939457625894384,246238,3,365833,,0.681869912273769,758903,1466709,757284,,0,10004,2018-07-01,2019-06-30,1111300,6794901,7003788,1,612164,65,2151010,70370,11358774,12238467,1439818,273,70370,12,7,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,-1408,259822,1990,18920,0,0,12987,639031,-4082541,-4563873,-1408,37641,-0.29705354023592967,255559,5,352492,0,0.7327040984632185,1004839,1803557,1000316,,0,10535,2017-07-01,2018-06-30,1025907,6857506,6794901,1,833170,67,2461508,65691,10940047,11358774,1897769,245,65691,10,5,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,-1386,150768,1990,25798,0,0,11207,627773,-3680266,-4082541,-1386,63495,-0.28055285662922885,202675,10,512102,,0.7269306537702247,1175566,1739854,1152362,0,0,2604,2016-07-01,2017-06-30,889729,7205157,6857506,1,617560,90,2393425,100520,10885423,10940047,1869056,259,100520,11,6,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,17025,153294,1990,162343,0,0,10930,564915,-2993789,-3680266,17025,43866,-0.347631170607264,129775,15,430227,0,0.7161420409992159,1253105,1834791,1232490,0,0,5665,2015-07-01,2016-06-30,710175,7580681,7205157,1,570544,77,2562049,81091,10574470,10885423,1901150,241,81091,9,3,www.caclive.com
0,PENNSYLVANIA COLLEGE OF TECHNOLOGY COMMUNITY ARTS CENTER INC,0,0,232617447,-3320,193765,1990,188055,0,1,11468,728421,-2079542,-2993789,-3320,41562,-0.3881545246143343,137035,0,521804,0,0.709949238996376,1506672,2243233,1504601,,0,22226,2014-07-01,2015-06-30,680211,7933788,7580681,1,697586,74,3159709,77327,10013330,10574470,2276194,260,77327,8,4,www.caclive.com
0,,0,0,232617447,-1788,173302,1990,196194,0,1,11118,711897,-2086220,-2079542,-1788,52522,-0.020493291242895024,128559,0,514372,0,0.7183316108204414,1916878,2315881,1912735,,0,15964,2013-07-01,2014-06-30,650495,7591897,7933788,1,1164535,75,3223972,83747,9678117,10013330,3159229,235,83747,9,4,www.caclive.com
,,,,232617447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,660237,102666,2004,85930,0,1,322127,195229,26577458,26386567,,63444,-0.39610647273091415,8776,,594774,,0.8739576566871583,190680,1949512,254124,,,338110,2023-01-01,2023-12-31,0,26643451,26474871,0,683419,26,2230671,0,65993,88304,1597780,95,0,14,14,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,499385,92338,2004,56885,0,0,232468,158645,28341286,26577458,,50252,-0.18539308667346213,9213,,463302,,0.8644226656266513,185502,1374190,235754,,,266917,2022-01-01,2022-12-31,0,28374254,26643451,0,605952,18,1589720,0,32968,65993,1341091,106,0,13,13,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,725065,41445,2004,24170,0,0,215990,137291,26787605,28341286,,59648,0.2294179094525815,9735,,366848,,0.8669436116682792,214115,1052017,273763,,,509075,2021-01-01,2021-12-31,0,26828253,28374254,0,575927,14,1213478,0,40648,32968,1574755,128,0,11,11,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,194027,0,2004,29794,0,0,216729,141776,26678315,26787605,,36317,-0.4723873251886076,10793,,361619,,0.8608137652971407,123506,1061095,159823,,,-22702,2020-01-01,2020-12-31,58188,26724234,26828253,0,483338,16,1232665,0,45919,40648,837188,142,0,11,11,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,543453,72529,2004,28394,0,0,245655,139669,25484405,26678315,,43650,-0.10841870205245095,6580,,354949,,0.8699753277830516,177604,1124484,221254,,,297798,2019-01-01,2019-12-31,0,25537126,26724234,0,401411,16,1292547,0,52721,45919,1166118,143,0,11,11,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,6164739,62568,2004,27662,0,0,105157,133668,20309008,25484405,,47861,0.7873868326921639,0,,286216,,0.8879079863041109,174906,1277934,222767,,,6059582,2018-01-01,2018-12-31,0,20324002,25537126,0,381896,12,1439264,0,14994,52721,6769402,140,0,8,8,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,3312,60034,2004,39431,0,0,3312,108198,20887669,20309008,,39168,-0.4193050775699093,0,,243333,,0.8546621065523093,141523,868135,180691,,,,2017-01-01,2017-12-31,0,20902653,20324002,0,531674,13,1015764,0,14984,14994,715677,124,0,8,8,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,2106,42558,2004,43649,0,0,2106,91524,21113206,20887669,,44203,-0.7449809280805858,0,,211094,,0.8569811276835942,145721,809968,189924,,,,2016-01-01,2016-12-31,0,21122254,20902653,0,349604,9,945141,0,9048,14984,541634,150,0,12,12,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,1211,65667,2004,59855,0,0,1211,117563,21397483,21113206,,33133,-0.7818106895679782,0,,181118,,0.8134958929108298,155982,773864,189115,,,,2015-01-01,2015-12-31,0,21412091,21122254,0,343559,7,951282,0,14608,9048,533885,152,0,13,13,WWW.MMAM.ORG
,MINNESOTA MARINE ART MUSEUM,0,0,721580723,2024,63633,2004,41960,0,0,2024,114425,19497808,21397483,,44754,0.6437681049035349,0,,165557,,0.843754527207204,164362,844508,209116,,,,2014-01-01,2014-12-31,0,19819426,21412091,0,2598527,6,1000893,0,321618,14608,2809667,150,0,13,13,WWW.MMAM.ORG
,,0,0,721580723,2271,56323,2004,36245,0,0,2271,104367,19309001,19497808,,48271,0.12127196913762178,0,,149157,,0.8379323500224178,146711,727001,194982,,,,2013-01-01,2013-12-31,0,19327255,19819426,0,790098,8,867613,0,18254,321618,987351,110,0,13,13,WWW.MMAM.ORG
,OFFSHORE RIG MUSEUM INC,0,1,760280571,-159109,187857,1989,81119,0,1,21991,203657,6573105,5669366,-181100,28678,-1.0078903580382395,0,,473648,,0.8418265243948161,291241,1515627,319919,,,,2022-01-01,2022-12-31,0,6668720,5890947,1,735854,29,1800403,0,95615,221581,896664,34,0,30,30,ENERGYEDUCATION.ORG
,Offshore Rig Museum Inc,false,0,760280571,-115202,295662,1989,51936,false,2,1738,164188,7023947,6573105,-116940,40094,-0.8216838121871913,0,0,357798,,0.8354256299353502,258801,1097106,298895,,,,2021-01-01,2021-12-31,0,7206274,6668720,false,537195,20,1313230,0,182327,95615,720888,53,0,34,34,www.oceanstaroec.com
,OFFSHORE RIG MUSEUM INC,0,0,760280571,76359,138776,1989,113687,0,1,43826,129490,7930285,7023947,32533,15114,-1.283906843341406,0,,485908,,0.8441914166466975,148797,1317565,163911,,,,2020-01-01,2020-12-31,0,8015931,7206274,0,443095,20,1560742,0,85646,182327,683365,77,0,35,35,WWW.OCEANSTAROEC.COM
,OFFSHORE RIG MUSEUM INC,0,0,760280571,621275,149966,1989,102113,0,1,80684,168741,8286650,7930285,540591,33125,-0.250063679875826,0,2540,373207,,0.8479597094970311,350048,1510608,385713,,,,2019-01-01,2019-12-31,0,8351991,8015931,0,418109,29,1781462,0,65341,85646,1425097,69,0,34,34,WWW.OCEANSTAROEC.COM
,OFFSHORE RIG MUSEUM INC,0,1,760280571,1050734,144202,1989,164477,0,1,56246,259471,8372151,8286650,994488,48490,-0.048981034536094877,0,8056,513370,,0.7684729628992488,350037,1407147,406583,,,,2018-01-01,2018-12-31,0,8442043,8351991,0,288277,29,1831095,0,69892,65341,1745594,0,0,34,34,WWW.OCEANSTAROEC.COM
0,Offshore Rig Museum Inc,false,0,760280571,651756,142797,1989,0,false,1,23251,570519,8344765,8372150,628505,34282,0.0135306045038259,,82,716116,0,0.6892730047416287,345693,1265559,380057,0,0,0,2017-01-01,2017-12-31,,8485495,8442042,false,829449,36,1836078,0,140730,69892,1861262,,,38,38,www.oceanstaroec.com
0,Offshore Rig Museum Inc,false,0,760280571,587652,140451,1989,0,false,1,23679,560277,9130319,8344765,563973,38350,-0.65425974403243,,533,708873,0,0.720489420516809,315530,1444216,171077,0,0,-183336,2016-01-01,2016-12-31,,9179482,8485495,false,452987,29,2004493,0,49163,140730,1211716,,,38,38,www.oceanstaroec.com
0,Offshore Rig Museum Inc,false,0,760280571,851542,136963,1989,0,false,1,75178,533690,9922759,9130319,776364,49917,-0.3631202777689772,,0,714535,0,0.7702932915087413,341175,1789664,391092,0,0,0,2015-01-01,2015-12-31,,9973379,9179482,false,461804,39,2323354,0,50620,49163,1704438,1,,39,39,www.oceanstaroec.com
0,Offshore Rig Museum Inc,false,0,760280571,626659,132599,1989,0,false,1,9734,522843,9618213,9922759,616925,57378,0.11768688424180712,,956,671714,0,0.771006197828592,384368,1760376,442702,0,0,0,2014-01-01,2014-12-31,,9710292,9973379,false,1518404,36,2283219,0,92079,50620,2587765,,,33,33,www.oceanstaroec.com
0,,false,0,760280571,1110623,127960,1989,0,false,1,11378,554611,9048994,9618213,1099245,64132,0.20832480896571942,,8194,627516,0,0.7436088397258804,347850,1608533,420176,0,0,0,2013-01-01,2013-12-31,,9075506,9710292,false,1201564,30,2163144,0,26512,92079,2732363,35,,34,34,www.oceanstaroec.com
0,FRIENDS OF THE TYBEE THEATER,false,0,582647732,251310,,2001,171550,false,0,2107,0,1841326,1819009,196108,55202,-0.028128556717793074,,627,156662,0,0.7896924151965772,368439,644160,381828,10655,0,0,2023-01-01,2023-12-31,,2424733,2202725,false,160255,15,815710,0,583407,383716,793393,45,,8,8,WWW.TYBEEPOSTTHEATER.ORG
0,FRIENDS OF THE TYBEE THEATER,false,0,582647732,239811,,2001,129790,false,0,1529,0,1814665,1841326,178717,61094,0.039129554180511686,,684,134359,0,0.8017538044665345,294258,524901,298622,2151,0,0,2022-01-01,2022-12-31,,2417041,2424733,false,142919,18,654691,0,602376,583407,681352,40,,11,11,WWW.TYBEEPOSTTHEATER.ORG
0,FRIENDS OF THE TYBEE THEATER,false,0,582647732,57428,,2001,9500,false,0,1305,0,1494080,1814665,24628,32800,0.41582410569638234,,444,120615,0,0.9789066073387244,233054,440878,237553,2750,0,0,2021-01-01,2021-12-31,,2148938,2417041,false,475982,17,450378,0,654858,602376,770963,43,,16,16,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,1726,0,1395109,1494080,,,0.26923338492884985,0,,102544,,1.0,,268632,1726,,,,2020-01-01,2020-12-31,0,2068132,2148937,false,365877,12,268632,0,673023,654857,367603,33,0,13,13,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,394,0,1278570,1395109,,55067,0.17463918730790498,0,30711,117855,,1.0,,550774,86172,,,,2019-01-01,2019-12-31,0,1976268,2068132,false,581141,14,550774,0,697698,673023,667313,30,0,14,14,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,,0,1222286,1278570,,-19705,0.10633325587502385,0,23927,105565,,1.0,61050,473033,65272,,,,2018-01-01,2018-12-31,0,1927708,1976268,false,464045,14,473033,0,705422,697698,529317,30,0,14,14,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,,0,1070510,1222286,,,0.20780087693447996,0,14437,82991,,1.0,35287,354845,49724,,,,2017-01-01,2017-12-31,0,1868826,1927708,false,398200,9,354845,0,798316,705422,447924,,0,14,14,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,,0,1018121,1070510,,,0.11831568011924389,0,14981,60032,,1.0,27173,390401,42154,,,,2016-01-01,2016-12-31,0,1847062,1868826,false,400636,6,390401,0,828941,798316,442790,55,0,17,17,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2001,0,false,0,36,0,904513,1018121,,,0.359082633761505,0,,,,1.0,14459,202776,14495,,,,2015-01-01,2015-12-31,0,1236224,1847062,false,301889,0,202776,0,331711,828941,316384,53,0,17,17,WWW.TYBEEPOSTTHEATER.ORG
,FRIENDS OF THE TYBEE THEATER,false,,582647732,0,0,2003,0,false,0,493,0,726516,904513,,,0.568830536229887,0,,3000,,1.0,917,134546,1410,,,,2014-01-01,2014-12-31,0,1071723,1236224,false,310639,1,134546,0,345207,331711,312049,100,0,15,15,WWW.TYBEEPOSTTHEATER.ORG
,,false,,582647732,0,0,2003,0,false,0,,0,667542,726515,,,0.567949150093899,0,,6000,,1.0,1233,44862,1233,,,,2013-01-01,2013-12-31,0,1026237,1071723,false,102602,1,44862,0,358695,345208,103835,100,0,13,13,WWW.TYBEEPOSTTHEATER.ORG
0,KSMQ PUBLIC SERVICE MEDIA INC,false,0,680599645,22486,,2005,291223,false,0,22486,578195,2249361,3299382,0,0,0.32223377180949186,,0,0,0,0.6318632019447248,34248,1492253,33919,9600,0,-9929,2022-07-01,2023-06-30,,4584399,3909406,false,3428087,0,2361671,0,2335038,610024,3484492,9,,9,7,WWW.KSMQ.ORG
0,KSMQ PUBLIC SERVICE MEDIA INC,false,0,680599645,78418,,2005,312499,false,0,78418,688530,2226643,2249361,0,0,0.07887250174157319,,0,0,0,0.5681362837844833,37614,1316899,47214,9600,0,0,2021-07-01,2022-06-30,136668,2519766,4584399,false,2390771,0,2317928,0,293123,2335038,2516403,11,,11,9,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,42386,,2005,211014,false,,42386,494730,1536154,2226643,,,0.22574973327998932,,,,,0.6201243494422791,65512,1152085,75188,9588,,88,2020-07-01,2021-06-30,,1789847,2519766,false,2281946,0,1857829,0,253693,293123,2399520,12,,12,12,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,49089,,2005,184865,false,,49089,498565,1525003,1536154,,,0.015902703265582394,,,,,0.6455025302352216,29112,1244454,37920,9900,,-1092,2019-07-01,2020-06-30,,1807284,1789847,false,1872029,0,1927884,0,282281,253693,1959038,19,,11,11,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,44806,104715,2005,198327,false,1,44806,466880,1676230,1525003,,,-0.09236751678078632,,,349860,,0.6578045916049835,35582,1278732,42755,9900,,-2727,2018-07-01,2019-06-30,,1888836,1807284,false,1692004,13,1943939,0,212606,282281,1779565,35,,14,14,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,38512,107730,2005,189278,false,1,38512,418821,1933405,1676230,,,-0.15562306266053944,,,585209,,0.686686121939633,36386,1332763,46308,9900,,22,2017-07-01,2018-06-30,,2124896,1888836,false,1594674,14,1940862,0,191491,212606,1679494,35,,12,12,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,28623,134575,2005,207119,false,1,28623,425666,2128370,1933405,,,-0.1361705369896972,,,583964,,0.6658652805309109,47923,1261017,57120,9475,,-278,2016-07-01,2017-06-30,,2415937,2124896,false,1581086,14,1893802,0,287567,191491,1666829,35,,11,11,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,25990,116206,2005,230214,false,1,25990,370485,2285600,2128370,,,-0.0904930636289805,,,543179,,0.6739285138508688,40938,1241532,3379,10087,,-47646,2015-07-01,2016-06-30,,2800297,2415937,false,1659987,15,1842231,0,514697,287567,1689356,35,,11,11,WWW.KSMQ.ORG
,KSMQ PUBLIC SERVICE MEDIA INC,false,,680599645,29006,,2005,239404,false,,29006,409647,2461205,2285600,,,-0.08115858482923584,,206000,566653,,0.684817456147422,42356,1410235,259085,10200,,529,2014-07-01,2015-06-30,,2558010,2800297,false,1616612,19,2059286,0,96805,514697,1904703,35,,9,9,WWW.KSMQ.ORG
0,,false,0,680599645,25508,84421,2005,196670,false,0,25508,360765,2631487,2461205,0,0,-0.12537948416476194,,0,0,0,0.7283668289183939,30295,1494726,44740,29736,0,-15291,2013-07-01,2014-06-30,,2714673,2558010,false,1753280,14,2052161,0,83186,96805,1823528,35,,11,11,www.ksmq.org
,,,,680599645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Words Beats and Life Inc,false,,270062812,0,110000,2003,4817,false,,288,190743,220746,309370,0,0,0.05826216504579506,0,0,80867,,0.8929143654425962,545583,1630642,545583,0,,0,2022-09-01,2023-08-31,0,235404,433923,false,1393312,1,1826202,0,14658,124553,1939183,102,0,18,18,www.wblinc.org
,Words Beats and Life Inc,false,,270062812,0,0,2003,118098,false,,3,192517,37361,220746,0,0,0.1315376935776581,0,0,110000,,0.7516895645903715,253146,940299,253149,0,,0,2021-09-01,2022-08-31,0,127052,235404,false,1187229,1,1250914,0,89691,14658,1440378,90,0,18,18,www.wblinc.org
,Words Beats and Life Inc,false,,270062812,0,0,2003,15370,false,,72,247358,14105,37361,0,0,0.020612315963158948,0,0,86284,,0.7454701518781565,114010,769481,114082,0,,,2020-09-01,2021-08-31,0,102672,127052,false,939851,1,1032209,0,88567,89691,1053933,90,0,12,12,www.wblinc.org
,Words Beats and Life Inc,false,,270062812,0,0,2003,45876,false,,3,74869,72571,14105,0,0,-0.010759547086266759,0,0,79465,,0.7655359497303794,120519,394238,120522,0,,,2019-09-01,2020-08-31,0,165525,102672,false,388979,1,514983,0,92954,88567,509501,,0,12,12,wblinc.org
,Words Beats and Life Inc,false,,270062812,0,0,2003,13866,false,0,,12870,101626,72571,0,0,-0.05997454060892032,0,0,61356,,0.9499088519467088,199149,507011,199149,0,,,2018-09-01,2019-08-31,0,140112,165525,false,304398,1,533747,0,38486,92954,503547,,0,8,8,
,Words Beats and Life Inc,false,0,270062812,0,0,2003,37179,false,0,,74355,72852,101626,0,0,0.0717253591548821,0,0,51231,,0.7300022997688127,92444,301553,92444,0,,,2017-09-01,2018-08-31,0,139806,140112,false,352559,2,413085,0,66954,38486,445003,,0,9,9,www.wblinc.org
,Words Beats and Life Inc,false,0,270062812,0,0,2003,53688,false,0,,107378,24395,72851,0,0,0.037582097402084076,0,0,122557,,0.7300016092586011,180008,435481,0,0,,,2016-09-01,2017-08-31,0,122400,139805,false,439835,3,596548,0,98005,66954,619843,,0,8,8,www.wblinc.org
,US MARSHALS MUSEUM INC,0,0,331173248,34155,452994,2007,246892,0,2,1542,1188501,37041200,37284906,,102595,0.3220609374917947,0,,849073,,0.414806519105107,381363,1017459,483958,32613,,,2023-07-01,2023-12-31,0,40327118,39770857,1,3099988,29,2452852,0,3285918,2485951,3618101,19,0,19,19,WWW.MARSHALSMUSEUM.ORG
,US MARSHALS MUSEUM INC,0,2,331173248,1208,150008,2007,100267,0,0,1208,697109,35046443,37041200,,-1246,0.38968373975556275,0,,270141,,0.2734303883628729,17031,300077,15785,,,,2022-07-01,2023-06-30,0,36225173,40327118,0,1781178,11,1097453,0,1178730,3285918,1798171,25,0,18,18,WWW.USMMUSEUM.ORG
,US MARSHALS MUSEUM INC,0,1,331173248,77970,251246,2007,302221,0,1,52,919055,26415103,35046443,,,0.8580126085408804,0,,332171,,0.1449736724007928,45767,207073,47589,77918,,1822,2021-07-01,2022-06-30,0,28482261,36225173,0,9934130,9,1428349,0,2067158,1178730,10059689,25,0,19,19,WWW.USMMUSEUM.ORG
,US MARSHALS MUSEUM INC,0,0,331173248,28140,132680,2007,45696,0,1,104,552638,26098430,26415103,,,0.3088636904506459,0,,206229,,0.1556241717952445,11364,110277,11203,28036,,-161,2020-07-01,2021-06-30,0,28227532,28482261,0,985941,8,708611,0,2129102,2067158,1025284,20,0,15,15,WWW.USMMUSEUM.ORG
,US MARSHALS MUSEUM INC,0,3,331173248,10871,133608,2007,30913,0,1,921,501625,20555984,26098430,,103,0.8939421823046917,6984,,213752,,0.19012894660403096,36746,125021,30655,9950,,-6194,2019-07-01,2020-06-30,0,21246038,28227532,0,6158479,10,657559,0,690054,2129102,6200005,22,0,17,17,WWW.USMMUSEUM.ORG
,US MARSHALS MUSEUM INC,0,3,331173248,58474,135362,2007,34459,0,1,58474,378966,16204512,20555984,,-2299,0.873373215258429,0,,256228,,0.34470805291471573,32928,217477,30629,,,,2018-07-01,2019-06-30,0,16430748,21246038,0,4893271,9,630902,0,226236,690054,4982374,24,0,17,17,WWW.USMARSHALSMUSEUM.COM
,US MARSHALS MUSEUM INC,0,4,331173248,67761,134690,2007,43611,0,1,68323,398580,13067217,16204512,,-2636,0.8305256862972971,0,,262890,,0.3092773037835879,28559,197995,25923,,,-562,2017-07-01,2018-06-30,0,13073973,16430748,0,3683797,10,640186,0,6756,226236,3777481,7,0,19,19,WWW.USMARSHALSMUSEUM.COM
,US MARSHALS MUSEUM INC,0,1,331173248,17857,67494,2007,54385,0,0,17857,374330,10293402,13067217,,-308,0.8788522839294874,0,,297802,,0.2724691739326697,,160559,-308,,,,2016-07-01,2017-06-30,0,10293739,13073973,0,4846546,11,589274,0,337,6756,4864095,0,0,22,22,WWW.USMARSHALSMUSEUM.COM
,US MARSHALS MUSEUM INC,0,1,331173248,1141,86000,2007,115897,0,0,1141,249871,3704377,10293402,,6294,0.9318765339698751,0,,241318,,0.2406426659967904,,115913,6294,,,,2015-07-01,2016-06-30,0,3704377,10293739,0,7063271,11,481681,0,0,337,7070706,0,0,24,24,WWW.USMARSHALSMUSEUM.COM
,US MARSHALS MUSEUM INC,0,1,331173248,1695,86000,2007,132099,0,0,1695,256273,3531267,3704377,,,0.26355935299992694,0,,185671,,0.19709079482164785,,95334,0,,,,2014-07-01,2015-06-30,0,3531553,3704377,0,655121,6,483706,0,286,0,656816,0,0,22,22,WWW.USMARSHALSMUSEUM.COM
,,0,0,331173248,2418,86000,2007,96683,0,0,2418,251772,2771253,3531267,,,0.6380731218327809,0,,223387,,0.1916960106148543,,82639,0,,,,2013-07-01,2014-06-30,0,2775151,3531553,0,1188690,6,431094,0,3898,286,1191108,0,0,22,22,WWW.USMARSHALSMUSEUM.COM
